"키","분류","명칭","주소","행정 시","행정 구","행정 동","전화번호","홈페이지주소","HTML사용여부","X 좌표","Y 좌표"
"BE_IW10-0468","문화재유산|문화재구분|건축","승동교회","서울특별시 종로구 인사동 137","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9861167000","37.5715664000"
"BE_IW10-0469","문화재유산|문화재구분|건축","동아일보 사옥","서울특별시 종로구 세종로 139-8 159-3","서울특별시","종로구","사직동","","","Y ","126.9776664000","37.5697970000"
"BE_IW10-0470","문화재유산|문화재구분|건축","서울 혜화동성당","서울특별시 종로구 혜화동 58-2번지","서울특별시","종로구","혜화동","","","Y ","127.0026116000","37.5863859000"
"BE_IW10-0471","문화재유산|문화재구분|건축","서울 중앙고등학교 본관","서울특별시 종로구 계동 1","서울특별시","종로구","가회동","","","Y ","126.9864633000","37.5843579000"
"BE_IW10-0599","문화재유산|문화재구분|조형물","청송당(聽松堂) 터","서울특별시 종로구 청운동 일반 89-3번지","서울특별시","종로구","청운효자동","","","Y ","126.9692916000","37.5891866000"
"BE_IW10-0600","문화재유산|문화재구분|조형물","척화비(斥和碑) 있던 곳","서울특별시 종로구 관철동 일반 102-7번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9859730000","37.5691073000"
"BE_IW10-0601","문화재유산|문화재구분|조형물","창의궁(彰義宮) 터","서울특별시 종로구 통의동 67-3번지","서울특별시","종로구","사직동","","","Y ","126.9722336000","37.5779723000"
"BE_IW10-0602","문화재유산|문화재구분|조형물","진단학회(震檀學會) 터","서울특별시 종로구 재동 23번지","서울특별시","종로구","가회동","","","Y ","126.9853047000","37.5794084000"
"BE_IW10-0603","문화재유산|문화재구분|조형물","전옥서(典獄署) 터","서울특별시 종로구 종로1가 일반 20-3번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9778487000","37.5705957000"
"BE_IW10-0604","문화재유산|문화재구분|조형물","중학당터(中學堂址)","서울특별시 종로구 중학동 18-6번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9800251000","37.5756422000"
"BE_IW10-0605","문화재유산|문화재구분|조형물","준천사터(濬川司址)","서울특별시 종로구 관수동 152-1번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9893086000","37.5684728000"
"BE_IW10-0721","문화재유산|문화재구분|조형물","금위영(禁衛營) 터","서울특별시 종로구 운니동 98-5번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9889201000","37.5768571000"
"BE_IW10-0722","문화재유산|문화재구분|조형물","규장각(奎章閣) 터","서울특별시 종로구 소격동 165번지","서울특별시","종로구","삼청동","","","Y ","126.9805749000","37.5795174000"
"BE_IW10-0723","문화재유산|문화재구분|조형물","내자시(內資寺) 터","서울특별시 종로구 내자동 일반 135-1","서울특별시","종로구","사직동","","","Y ","126.9716000000","37.5754000000"
"BE_IW10-0724","문화재유산|문화재구분|조형물","내수사(內需司) 터","서울특별시 종로구 내수동 일반 72번지","서울특별시","종로구","사직동","","","Y ","126.9722000000","37.5729420000"
"BE_IW10-0725","문화재유산|문화재구분|조형물","관상감터(觀象監)","서울특별시 종로구 원서동 206번지","서울특별시","종로구","가회동","","","Y ","126.9880143000","37.5780886000"
"BE_IW10-0726","문화재유산|문화재구분|조형물","관립 교동 소학교","서울특별시 종로구 경운동 2번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9877457000","37.5748447000"
"BE_IW10-0767","문화재유산|문화재구분|조형물","민 충정공","서울특별시 종로구 견지동 39-7","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9826182000","37.5744559000"
"BE_IW10-0768","문화재유산|문화재구분|조형물","현충탑(서울대학병원 내)","서울특별시 종로구 혜화동 서울대학교 구내","서울특별시","종로구","종로1.2.3.4가동","","","Y ","",""
"BE_IW10-0472","문화재유산|문화재구분|건축","구 서울대학교 본관","서울특별시 종로구 동숭동 1-130","서울특별시","종로구","이화동","","","Y ","127.0028970000","37.5799333000"
"BE_IW10-0516","문화재유산|문화재구분|예술가의집","주요한의 사직동 집","서울특별시 종로구 사직동 80-17","서울특별시","종로구","사직동","","","Y ","",""
"BE_IW10-0551","문화재유산|문화재구분|종교문화재","석조여래좌상","서울특별시 종로구 세종로 1","서울특별시","종로구","청운효자동","","","Y ","126.9767743000","37.5866061000"
"BE_IW10-0552","문화재유산|문화재구분|종교문화재","서울 승가사 석조승가대사좌상(僧伽寺石造僧伽大師坐像)","종로구 구기동 산 2-1","서울특별시","종로구","평창동","","","Y ","126.9594761000","37.6269949000"
"BE_IW10-0606","문화재유산|문화재구분|조형물","죽동궁터(竹洞宮址)","서울특별시 종로구 관훈동 194-35번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9844690000","37.5724164000"
"BE_IW10-0448","문화재유산|문화재구분|사직","사직단 대문","서울특별시 종로구 사직동 1-28","서울특별시","종로구","사직동","","","Y ","126.9672703000","37.5759436000"
"BE_IW10-0449","문화재유산|문화재구분|문묘","서울문묘<대성전명륜당동무서무삼문>","서울특별시 종로구 명륜동3가 53","서울특별시","종로구","삼청동","","","Y ","126.9957415000","37.5858106000"
"BE_IW10-0457","문화재유산|문화재구분|건축","청일여관","서울특별시 종로구 청진동","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9801469000","37.5714324000"
"BE_IW10-0458","문화재유산|문화재구분|건축","구공업전습소본관","서울특별시 종로구 동숭동 169","서울특별시","종로구","이화동","","","Y ","127.0029213000","37.5788244000"
"BE_IW10-0459","문화재유산|문화재구분|건축","서울 중앙고등학교 동관","서울특별시 종로구 계동 1","서울특별시","종로구","가회동","","","Y ","126.9864633000","37.5843579000"
"BE_IW10-0460","문화재유산|문화재구분|건축","서울 중앙고등학교 서관","서울특별시 종로구 계동 1","서울특별시","종로구","가회동","","","Y ","126.9864633000","37.5843579000"
"BE_IW10-0461","문화재유산|문화재구분|건축","서울 배화여자고등학교 생활관","서울 종로구 필운동 12","서울특별시","종로구","사직동","","","Y ","126.9677086000","37.5781422000"
"BE_IW10-0462","문화재유산|문화재구분|건축","서울 경교장","서울특별시 종로구 평동 108-1","서울특별시","종로구","교남동","","","Y ","126.9681820000","37.5682877000"
"BE_IW10-0463","문화재유산|문화재구분|건축","서울 대한의원","서울특별시 종로구 연건동 28-21","서울특별시","종로구","이화동","","","Y ","126.9987981000","37.5791660000"
"BE_IW10-0432","문화재유산|문화재구분|궁궐","경복궁","서울특별시 종로구 세종로 1-91 ","서울특별시","종로구","청운효자동","","http://www.royalpalace.go.kr/","Y ","126.9769100000","37.5772775000"
"BE_IW10-0433","문화재유산|문화재구분|도성","서울 흥인지문","서울특별시 종로구 종로6가 69","서울특별시","종로구","종로5.6가동","","","Y ","127.0097033000","37.5711486000"
"BE_IW10-0434","문화재유산|문화재구분|도성","창의문","서울특별시 종로구 청운동 (창의문)","서울특별시","종로구","청운효자동","","","Y ","126.9692916000","37.5891866000"
"BE_IW10-0435","문화재유산|문화재구분|도성","광희문","서울특별시 중구 광희동","서울특별시","중구","광희동","","","Y ","127.0050407000","37.5644380000"
"BE_IW10-0436","문화재유산|문화재구분|도성","혜화문","서울특별시 종로구 혜화동","서울특별시","종로구","종로1.2.3.4가동","","","Y ","127.0005764000","37.5869186000"
"BE_IW10-0414","문화재유산|문화재구분|궁궐","서울 운현궁","서울특별시 종로구 운니동 114-10","서울특별시","종로구","종로1.2.3.4가동","","http://www.unhyeongung.or.kr","Y ","126.9871246000","37.5761263000"
"BE_IW10-0415","문화재유산|문화재구분|궁궐","창덕궁 구선원전","서울특별시 종로구 와룡동 2-71 창덕궁","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0416","문화재유산|문화재구분|궁궐","창덕궁 희정당","서울특별시 종로구 와룡동 2-71 창덕궁","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0417","문화재유산|문화재구분|궁궐","창덕궁 선정전","서울특별시 종로구 와룡동 2-71 창덕궁","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0418","문화재유산|문화재구분|궁궐","창덕궁 인정전","서울특별시 종로구 와룡동 2-71 창덕궁","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9913206000","37.5827758000"
"BE_IW10-0419","문화재유산|문화재구분|궁궐","창덕궁","서울특별시 종로구 와룡동 2-71","서울특별시","종로구","종로1.2.3.4가동","","http://www.cdg.go.kr","Y ","126.9913206000","37.5827758000"
"BE_IW10-0420","문화재유산|문화재구분|궁궐","홍화문","서울특별시 종로구 와룡동 2-1 창경궁","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9950431000","37.5805909000"
"BE_IW10-0421","문화재유산|문화재구분|궁궐","관천대","서울특별시 종로구 와룡동 2-1 창경궁","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9950431000","37.5805909000"
"BE_IW10-0422","문화재유산|문화재구분|궁궐","창경궁 통명전","서울특별시 종로구 와룡동 2-1 창경궁","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9950431000","37.5805909000"
"BE_IW10-0423","문화재유산|문화재구분|궁궐","창경궁 명정문 및 행각","서울특별시 종로구 와룡동 2-1 창경궁","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9950431000","37.5805909000"
"BE_IW10-0424","문화재유산|문화재구분|궁궐","옥천교","서울특별시 종로구 와룡동 2-1 창경궁","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9950431000","37.5805909000"
